[mega-batch] resuming: 24076 indices already in ledger
[mega-batch] #150731 reduced-order ok 0.0s (session 88018)
[mega-batch] #150724 vspaero-wing ok 5.176s (session 88019)
[mega-batch] #150727 vspaero-wing ok 5.225s (session 88020)
[mega-batch] #150734 reduced-order ok 0.0s (session 88021)
[mega-batch] #150730 vspaero-wing ok 5.226s (session 88022)
[mega-batch] #150732 openfoam-cylinder ok 3.912s (session 88023)
[mega-batch] #150737 reduced-order ok 0.0s (session 88024)
[mega-batch] #150738 openfoam-cylinder ok 0.79s (session 88025)
[mega-batch] #150735 openfoam-cylinder ok 1.842s (session 88026)
[mega-batch] #150740 reduced-order ok 0.0s (session 88027)
[mega-batch] #150741 openfoam-cylinder ok 1.394s (session 88028)
[mega-batch] #150733 vspaero-wing ok 5.226s (session 88029)
[mega-batch] #150743 reduced-order ok 0.0s (session 88030)
[mega-batch] #150744 openfoam-cylinder ok 0.937s (session 88031)
[mega-batch] #150736 vspaero-wing ok 5.232s (session 88032)
[mega-batch] #150746 reduced-order ok 0.0s (session 88033)
[mega-batch] #150739 vspaero-wing ok 5.226s (session 88034)
[mega-batch] #150747 openfoam-cylinder ok 1.391s (session 88035)
[mega-batch] #150749 reduced-order ok 0.0s (session 88036)
[mega-batch] #150742 vspaero-wing ok 5.228s (session 88037)
[mega-batch] #150750 openfoam-cylinder ok 2.396s (session 88038)
[mega-batch] #150752 reduced-order ok 0.0s (session 88039)
[mega-batch] #150745 vspaero-wing ok 5.226s (session 88040)
[mega-batch] #150748 vspaero-wing ok 5.225s (session 88041)
[mega-batch] #150755 reduced-order ok 0.0s (session 88042)
[mega-batch] #150753 openfoam-cylinder ok 2.495s (session 88043)
[mega-batch] #150751 vspaero-wing ok 5.227s (session 88044)
[mega-batch] #150758 reduced-order ok 0.0s (session 88045)
[mega-batch] #150756 openfoam-cylinder ok 3.402s (session 88046)
[mega-batch] #150754 vspaero-wing ok 5.277s (session 88047)
[mega-batch] #150761 reduced-order ok 0.0s (session 88048)
[mega-batch] #150759 openfoam-cylinder ok 2.547s (session 88049)
[mega-batch] #150757 vspaero-wing ok 5.183s (session 88050)
[mega-batch] #150764 reduced-order ok 0.0s (session 88051)
[mega-batch] #150762 openfoam-cylinder ok 2.144s (session 88052)
[mega-batch] #150765 openfoam-cylinder ok 1.895s (session 88053)
[mega-batch] #150767 reduced-order ok 0.0s (session 88054)
[mega-batch] #150768 openfoam-cylinder ok 0.736s (session 88055)
[mega-batch] #150760 vspaero-wing ok 5.226s (session 88056)
[mega-batch] #150770 reduced-order ok 0.0s (session 88057)
[mega-batch] #150763 vspaero-wing ok 5.232s (session 88058)
[mega-batch] #150771 openfoam-cylinder ok 1.089s (session 88059)
[mega-batch] #150773 reduced-order ok 0.0s (session 88060)
[mega-batch] #150766 vspaero-wing ok 5.227s (session 88061)
[mega-batch] #150774 openfoam-cylinder ok 2.194s (session 88062)
[mega-batch] #150776 reduced-order ok 0.0s (session 88063)
[mega-batch] #150777 openfoam-cylinder ok 0.685s (session 88064)
[mega-batch] #150769 vspaero-wing ok 5.181s (session 88065)
[mega-batch] #150779 reduced-order ok 0.0s (session 88066)
[mega-batch] #150772 vspaero-wing ok 5.225s (session 88067)
[mega-batch] #150780 openfoam-cylinder ok 2.846s (session 88068)
[mega-batch] #150782 reduced-order ok 0.0s (session 88069)
[mega-batch] #150775 vspaero-wing ok 5.225s (session 88070)
[mega-batch] #150778 vspaero-wing ok 5.226s (session 88071)
[mega-batch] #150785 reduced-order ok 0.0s (session 88072)
[mega-batch] #150781 vspaero-wing ok 5.176s (session 88073)
[mega-batch] #150783 openfoam-cylinder ok 3.956s (session 88074)
[mega-batch] #150788 reduced-order ok 0.0s (session 88075)
[mega-batch] #150784 vspaero-wing ok 5.232s (session 88076)
[mega-batch] #150789 openfoam-cylinder ok 2.648s (session 88077)
[mega-batch] #150791 reduced-order ok 0.0s (session 88078)
[mega-batch] #150786 openfoam-cylinder ok 5.064s (session 88079)
[mega-batch] #150792 openfoam-cylinder ok 0.645s (session 88080)
[mega-batch] #150794 reduced-order ok 0.0s (session 88081)
[mega-batch] #150787 vspaero-wing ok 5.237s (session 88082)
[mega-batch] #150795 openfoam-cylinder ok 1.751s (session 88083)
[mega-batch] #150797 reduced-order ok 0.0s (session 88084)
[mega-batch] #150790 vspaero-wing ok 5.229s (session 88085)
[mega-batch] #150798 openfoam-cylinder ok 2.496s (session 88086)
[mega-batch] #150800 reduced-order ok 0.0s (session 88087)
[mega-batch] #150793 vspaero-wing ok 5.226s (session 88088)
[mega-batch] #150796 vspaero-wing ok 5.226s (session 88089)
[mega-batch] #150803 reduced-order ok 0.0s (session 88090)
[mega-batch] #150801 openfoam-cylinder ok 3.954s (session 88091)
[mega-batch] #150799 vspaero-wing ok 5.226s (session 88092)
[mega-batch] #150806 reduced-order ok 0.0s (session 88093)
[mega-batch] #150804 openfoam-cylinder ok 2.348s (session 88094)
[mega-batch] #150807 openfoam-cylinder ok 0.787s (session 88095)
[mega-batch] #150809 reduced-order ok 0.0s (session 88096)
[mega-batch] #150802 vspaero-wing ok 5.229s (session 88097)
[mega-batch] #150810 openfoam-cylinder ok 2.501s (session 88098)
[mega-batch] #150812 reduced-order ok 0.0s (session 88099)
[mega-batch] #150805 vspaero-wing ok 5.231s (session 88100)
[mega-batch] #150813 openfoam-cylinder ok 1.792s (session 88101)
[mega-batch] #150815 reduced-order ok 0.0s (session 88102)
[mega-batch] #150808 vspaero-wing ok 5.224s (session 88103)
[mega-batch] #150811 vspaero-wing ok 5.234s (session 88104)
[mega-batch] #150818 reduced-order ok 0.0s (session 88105)
[mega-batch] #150816 openfoam-cylinder ok 4.301s (session 88106)
[mega-batch] #150814 vspaero-wing ok 5.226s (session 88107)
[mega-batch] #150821 reduced-order ok 0.0s (session 88108)
[mega-batch] #150819 openfoam-cylinder ok 3.655s (session 88109)
[mega-batch] #150822 openfoam-cylinder ok 0.787s (session 88110)
[mega-batch] #150824 reduced-order ok 0.0s (session 88111)
[mega-batch] #150817 vspaero-wing ok 5.225s (session 88112)
[mega-batch] #150825 openfoam-cylinder ok 1.041s (session 88113)
[mega-batch] #150827 reduced-order ok 0.0s (session 88114)
[mega-batch] #150828 openfoam-cylinder ok 1.741s (session 88115)
[mega-batch] #150820 vspaero-wing ok 5.227s (session 88116)
[mega-batch] #150830 reduced-order ok 0.0s (session 88117)
[mega-batch] #150831 openfoam-cylinder ok 0.686s (session 88118)
[mega-batch] #150823 vspaero-wing ok 5.277s (session 88119)
[mega-batch] #150833 reduced-order ok 0.0s (session 88120)
[mega-batch] #150826 vspaero-wing ok 5.225s (session 88121)
[mega-batch] #150834 openfoam-cylinder ok 2.145s (session 88122)
[mega-batch] #150836 reduced-order ok 0.0s (session 88123)
[mega-batch] #150837 openfoam-cylinder ok 0.736s (session 88124)
[mega-batch] #150829 vspaero-wing ok 5.229s (session 88125)
[mega-batch] #150839 reduced-order ok 0.0s (session 88126)
[mega-batch] #150840 openfoam-cylinder ok 1.139s (session 88127)
[mega-batch] #150832 vspaero-wing ok 5.226s (session 88128)
[mega-batch] #150842 reduced-order ok 0.0s (session 88129)
[mega-batch] #150835 vspaero-wing ok 5.226s (session 88130)
[mega-batch] #150843 openfoam-cylinder ok 1.341s (session 88131)
[mega-batch] #150845 reduced-order ok 0.0s (session 88132)
[mega-batch] #150838 vspaero-wing ok 5.227s (session 88133)
[mega-batch] #150841 vspaero-wing ok 5.225s (session 88134)
[mega-batch] #150848 reduced-order ok 0.0s (session 88135)
[mega-batch] #150844 vspaero-wing ok 5.225s (session 88136)
[mega-batch] #150846 openfoam-cylinder ok 5.613s (session 88137)
[mega-batch] #150851 reduced-order ok 0.0s (session 88138)
[mega-batch] #150852 openfoam-cylinder ok 0.736s (session 88139)
[mega-batch] #150849 openfoam-cylinder ok 3.306s (session 88140)
[mega-batch] #150854 reduced-order ok 0.0s (session 88141)
[mega-batch] #150847 vspaero-wing ok 5.225s (session 88142)
[mega-batch] #150855 openfoam-cylinder ok 0.737s (session 88143)
[mega-batch] #150857 reduced-order ok 0.0s (session 88144)
[mega-batch] #150858 openfoam-cylinder ok 1.44s (session 88145)
[mega-batch] #150850 vspaero-wing ok 5.226s (session 88146)
[mega-batch] #150860 reduced-order ok 0.0s (session 88147)
[mega-batch] #150853 vspaero-wing ok 5.226s (session 88148)
[mega-batch] #150856 vspaero-wing ok 5.18s (session 88149)
[mega-batch] #150863 reduced-order ok 0.0s (session 88150)
[mega-batch] #150861 openfoam-cylinder ok 3.8s (session 88151)
[mega-batch] #150859 vspaero-wing ok 5.176s (session 88152)
[mega-batch] #150866 reduced-order ok 0.0s (session 88153)
[mega-batch] #150864 openfoam-cylinder ok 3.902s (session 88154)
[mega-batch] #150862 vspaero-wing ok 5.226s (session 88155)
[mega-batch] #150869 reduced-order ok 0.0s (session 88156)
[mega-batch] #150867 openfoam-cylinder ok 3.648s (session 88157)
[mega-batch] #150865 vspaero-wing ok 5.23s (session 88158)
[mega-batch] #150872 reduced-order ok 0.0s (session 88159)
[mega-batch] #150873 openfoam-cylinder ok 0.735s (session 88160)
[mega-batch] #150870 openfoam-cylinder ok 3.5s (session 88161)
[mega-batch] #150875 reduced-order ok 0.0s (session 88162)
[mega-batch] #150868 vspaero-wing ok 5.226s (session 88163)
[mega-batch] #150876 openfoam-cylinder ok 1.34s (session 88164)
[mega-batch] #150878 reduced-order ok 0.0s (session 88165)
[mega-batch] #150871 vspaero-wing ok 5.225s (session 88166)
[mega-batch] #150874 vspaero-wing ok 5.225s (session 88167)
[mega-batch] #150881 reduced-order ok 0.0s (session 88168)
[mega-batch] #150879 openfoam-cylinder ok 3.6s (session 88169)
[mega-batch] #150877 vspaero-wing ok 5.226s (session 88170)
[mega-batch] #150884 reduced-order ok 0.0s (session 88171)
[mega-batch] #150880 vspaero-wing ok 5.225s (session 88172)
[mega-batch] #150885 openfoam-cylinder ok 1.741s (session 88173)
[mega-batch] #150887 reduced-order ok 0.0s (session 88174)
[mega-batch] #150888 openfoam-cylinder ok 0.887s (session 88175)
[mega-batch] #150882 openfoam-cylinder ok 5.061s (session 88176)
[mega-batch] #150890 reduced-order ok 0.0s (session 88177)
[mega-batch] #150883 vspaero-wing ok 5.23s (session 88178)
[mega-batch] #150891 openfoam-cylinder ok 1.34s (session 88179)
[mega-batch] #150893 reduced-order ok 0.0s (session 88180)
[mega-batch] #150886 vspaero-wing ok 5.227s (session 88181)
[mega-batch] #150889 vspaero-wing ok 5.233s (session 88182)
[mega-batch] #150896 reduced-order ok 0.0s (session 88183)
[mega-batch] #150897 openfoam-cylinder ok 0.735s (session 88184)
[mega-batch] #150894 openfoam-cylinder ok 4.207s (session 88185)
[mega-batch] #150899 reduced-order ok 0.0s (session 88186)
[mega-batch] #150892 vspaero-wing ok 5.224s (session 88187)
[mega-batch] #150900 openfoam-cylinder ok 2.346s (session 88188)
[mega-batch] #150902 reduced-order ok 0.0s (session 88189)
[mega-batch] #150895 vspaero-wing ok 5.188s (session 88190)
[mega-batch] #150903 openfoam-cylinder ok 0.786s (session 88191)
[mega-batch] #150905 reduced-order ok 0.0s (session 88192)
[mega-batch] #150898 vspaero-wing ok 5.226s (session 88193)
[mega-batch] #150901 vspaero-wing ok 5.229s (session 88194)
[mega-batch] #150908 reduced-order ok 0.0s (session 88195)
[mega-batch] #150906 openfoam-cylinder ok 2.394s (session 88196)
[mega-batch] #150904 vspaero-wing ok 5.226s (session 88197)
[mega-batch] #150911 reduced-order ok 0.0s (session 88198)
[mega-batch] #150909 openfoam-cylinder ok 3.199s (session 88199)
[mega-batch] #150912 openfoam-cylinder ok 0.989s (session 88200)
[mega-batch] #150914 reduced-order ok 0.0s (session 88201)
[mega-batch] #150907 vspaero-wing ok 5.184s (session 88202)
[mega-batch] #150910 vspaero-wing ok 5.28s (session 88203)
[mega-batch] #150917 reduced-order ok 0.0s (session 88204)
[mega-batch] #150918 openfoam-cylinder ok 0.95s (session 88205)
[mega-batch] #150915 openfoam-cylinder ok 2.653s (session 88206)
[mega-batch] #150920 reduced-order ok 0.0s (session 88207)
[mega-batch] #150921 openfoam-cylinder ok 0.786s (session 88208)
[mega-batch] #150913 vspaero-wing ok 5.23s (session 88209)
[mega-batch] #150923 reduced-order ok 0.0s (session 88210)
[mega-batch] #150916 vspaero-wing ok 5.231s (session 88211)
[mega-batch] #150919 vspaero-wing ok 5.228s (session 88212)
[mega-batch] #150926 reduced-order ok 0.0s (session 88213)
[mega-batch] #150924 openfoam-cylinder ok 3.951s (session 88214)
[mega-batch] #150927 openfoam-cylinder ok 0.685s (session 88215)
[mega-batch] #150929 reduced-order ok 0.0s (session 88216)
[mega-batch] #150922 vspaero-wing ok 5.227s (session 88217)
[mega-batch] #150930 openfoam-cylinder ok 1.647s (session 88218)
[mega-batch] #150932 reduced-order ok 0.0s (session 88219)
[mega-batch] #150933 openfoam-cylinder ok 0.987s (session 88220)
[mega-batch] #150925 vspaero-wing ok 5.232s (session 88221)
[mega-batch] #150935 reduced-order ok 0.0s (session 88222)
[mega-batch] #150936 openfoam-cylinder ok 1.194s (session 88223)
[mega-batch] #150928 vspaero-wing ok 5.232s (session 88224)
[mega-batch] #150938 reduced-order ok 0.0s (session 88225)
[mega-batch] #150931 vspaero-wing ok 5.277s (session 88226)
[mega-batch] #150939 openfoam-cylinder ok 0.992s (session 88227)
[mega-batch] #150941 reduced-order ok 0.0s (session 88228)
[mega-batch] #150942 openfoam-cylinder ok 1.238s (session 88229)
[mega-batch] #150934 vspaero-wing ok 5.226s (session 88230)
[mega-batch] #150944 reduced-order ok 0.0s (session 88231)
[mega-batch] #150937 vspaero-wing ok 5.226s (session 88232)
[mega-batch] #150945 openfoam-cylinder ok 2.295s (session 88233)
[mega-batch] #150947 reduced-order ok 0.0s (session 88234)
[mega-batch] #150940 vspaero-wing ok 5.225s (session 88235)
[mega-batch] #150948 openfoam-cylinder ok 1.893s (session 88236)
[mega-batch] #150950 reduced-order ok 0.0s (session 88237)
[mega-batch] #150943 vspaero-wing ok 5.229s (session 88238)
[mega-batch] #150951 openfoam-cylinder ok 0.738s (session 88239)
[mega-batch] #150953 reduced-order ok 0.0s (session 88240)
[mega-batch] #150946 vspaero-wing ok 5.226s (session 88241)
[mega-batch] #150949 vspaero-wing ok 5.225s (session 88242)
[mega-batch] #150956 reduced-order ok 0.0s (session 88243)
[mega-batch] #150954 openfoam-cylinder ok 3.449s (session 88244)
[mega-batch] #150957 openfoam-cylinder ok 0.844s (session 88245)
[mega-batch] #150959 reduced-order ok 0.0s (session 88246)
[mega-batch] #150952 vspaero-wing ok 5.225s (session 88247)
[mega-batch] #150960 openfoam-cylinder ok 2.947s (session 88248)
[mega-batch] #150955 vspaero-wing ok 5.227s (session 88249)
[mega-batch] #150962 reduced-order ok 0.0s (session 88250)
[mega-batch] #150958 vspaero-wing ok 5.225s (session 88251)
[mega-batch] #150965 reduced-order ok 0.0s (session 88252)
[mega-batch] #150963 openfoam-cylinder ok 2.295s (session 88253)
[mega-batch] #150966 openfoam-cylinder ok 0.737s (session 88254)
[mega-batch] #150968 reduced-order ok 0.0s (session 88255)
[mega-batch] #150961 vspaero-wing ok 5.23s (session 88256)
[mega-batch] #150969 openfoam-cylinder ok 1.189s (session 88257)
[mega-batch] #150971 reduced-order ok 0.0s (session 88258)
[mega-batch] #150972 openfoam-cylinder ok 0.736s (session 88259)
[mega-batch] #150964 vspaero-wing ok 5.226s (session 88260)
[mega-batch] #150974 reduced-order ok 0.0s (session 88261)
[mega-batch] #150975 openfoam-cylinder ok 0.786s (session 88262)
[mega-batch] #150967 vspaero-wing ok 5.227s (session 88263)
[mega-batch] #150977 reduced-order ok 0.0s (session 88264)
[mega-batch] #150970 vspaero-wing ok 5.226s (session 88265)
[mega-batch] #150978 openfoam-cylinder ok 1.741s (session 88266)
[mega-batch] #150980 reduced-order ok 0.0s (session 88267)
[mega-batch] #150973 vspaero-wing ok 5.228s (session 88268)
[mega-batch] #150981 openfoam-cylinder ok 1.742s (session 88269)
[mega-batch] #150983 reduced-order ok 0.0s (session 88270)
[mega-batch] #150976 vspaero-wing ok 5.227s (session 88271)
[mega-batch] #150979 vspaero-wing ok 5.225s (session 88272)
[mega-batch] #150986 reduced-order ok 0.0s (session 88273)
[mega-batch] #150987 openfoam-cylinder ok 0.937s (session 88274)
[mega-batch] #150982 vspaero-wing ok 5.225s (session 88275)
[mega-batch] #150989 reduced-order ok 0.0s (session 88276)
[mega-batch] #150984 openfoam-cylinder ok 4.304s (session 88277)
[mega-batch] #150985 vspaero-wing ok 5.228s (session 88278)
[mega-batch] #150992 reduced-order ok 0.0s (session 88279)
[mega-batch] #150990 openfoam-cylinder ok 2.145s (session 88280)
[mega-batch] #150993 openfoam-cylinder ok 1.44s (session 88281)
[mega-batch] #150995 reduced-order ok 0.0s (session 88282)
[mega-batch] #150988 vspaero-wing ok 5.232s (session 88283)
[mega-batch] #150991 vspaero-wing ok 5.226s (session 88284)
[mega-batch] #150998 reduced-order ok 0.0s (session 88285)
[mega-batch] #150999 openfoam-cylinder ok 0.685s (session 88286)
[mega-batch] #150996 openfoam-cylinder ok 3.903s (session 88287)
[mega-batch] #151001 reduced-order ok 0.0s (session 88288)
[mega-batch] #150994 vspaero-wing ok 5.23s (session 88289)
[mega-batch] #151002 openfoam-cylinder ok 1.441s (session 88290)
[mega-batch] #151004 reduced-order ok 0.0s (session 88291)
[mega-batch] #151005 openfoam-cylinder ok 0.736s (session 88292)
[mega-batch] #150997 vspaero-wing ok 5.226s (session 88293)
[mega-batch] #151007 reduced-order ok 0.0s (session 88294)
[mega-batch] #151000 vspaero-wing ok 5.235s (session 88295)
[mega-batch] #151008 openfoam-cylinder ok 2.195s (session 88296)
[mega-batch] #151010 reduced-order ok 0.0s (session 88297)
[mega-batch] #151003 vspaero-wing ok 5.224s (session 88298)
[mega-batch] #151011 openfoam-cylinder ok 1.138s (session 88299)
[mega-batch] #151013 reduced-order ok 0.0s (session 88300)
[mega-batch] #151006 vspaero-wing ok 5.181s (session 88301)
[mega-batch] #151009 vspaero-wing ok 5.226s (session 88302)
[mega-batch] #151016 reduced-order ok 0.0s (session 88303)
[mega-batch] #151014 openfoam-cylinder ok 3.599s (session 88304)
[mega-batch] #151017 openfoam-cylinder ok 0.692s (session 88305)
[mega-batch] #151019 reduced-order ok 0.0s (session 88306)
[mega-batch] #151012 vspaero-wing ok 5.225s (session 88307)
[mega-batch] #151020 openfoam-cylinder ok 1.041s (session 88308)
[mega-batch] #151022 reduced-order ok 0.0s (session 88309)
[mega-batch] #151015 vspaero-wing ok 5.226s (session 88310)
[mega-batch] #151023 openfoam-cylinder ok 1.139s (session 88311)
[mega-batch] #151025 reduced-order ok 0.0s (session 88312)
[mega-batch] #151018 vspaero-wing ok 5.228s (session 88313)
[mega-batch] #151021 vspaero-wing ok 5.18s (session 88314)
[mega-batch] #151028 reduced-order ok 0.0s (session 88315)
[mega-batch] #151026 openfoam-cylinder ok 4.352s (session 88316)
[mega-batch] #151024 vspaero-wing ok 5.18s (session 88317)
[mega-batch] #151031 reduced-order ok 0.0s (session 88318)
[mega-batch] #151032 openfoam-cylinder ok 0.685s (session 88319)
[mega-batch] #151029 openfoam-cylinder ok 3.26s (session 88320)
[mega-batch] #151034 reduced-order ok 0.0s (session 88321)
[mega-batch] #151035 openfoam-cylinder ok 0.786s (session 88322)
[mega-batch] #151027 vspaero-wing ok 5.233s (session 88323)
[mega-batch] #151037 reduced-order ok 0.0s (session 88324)
[mega-batch] #151030 vspaero-wing ok 5.225s (session 88325)
[mega-batch] #151038 openfoam-cylinder ok 1.55s (session 88326)
[mega-batch] #151040 reduced-order ok 0.0s (session 88327)
[mega-batch] #151033 vspaero-wing ok 5.226s (session 88328)
[mega-batch] #151036 vspaero-wing ok 5.176s (session 88329)
[mega-batch] #151043 reduced-order ok 0.0s (session 88330)
[mega-batch] #151041 openfoam-cylinder ok 3.652s (session 88331)
[mega-batch] #151044 openfoam-cylinder ok 1.643s (session 88332)
[mega-batch] #151046 reduced-order ok 0.0s (session 88333)
[mega-batch] #151039 vspaero-wing ok 5.191s (session 88334)
[mega-batch] #151042 vspaero-wing ok 5.225s (session 88335)
[mega-batch] #151049 reduced-order ok 0.0s (session 88336)
[mega-batch] #151050 openfoam-cylinder ok 0.836s (session 88337)
[mega-batch] #151045 vspaero-wing ok 5.224s (session 88338)
[mega-batch] #151052 reduced-order ok 0.0s (session 88339)
[mega-batch] #151047 openfoam-cylinder ok 4.657s (session 88340)
[mega-batch] #151048 vspaero-wing ok 5.227s (session 88341)
[mega-batch] #151055 reduced-order ok 0.0s (session 88342)
[mega-batch] #151053 openfoam-cylinder ok 2.601s (session 88343)
[mega-batch] #151051 vspaero-wing ok 5.225s (session 88344)
[mega-batch] #151058 reduced-order ok 0.0s (session 88345)
[mega-batch] #151056 openfoam-cylinder ok 3.499s (session 88346)
[mega-batch] #151054 vspaero-wing ok 5.225s (session 88347)
[mega-batch] #151061 reduced-order ok 0.0s (session 88348)
[mega-batch] #151059 openfoam-cylinder ok 2.093s (session 88349)
[mega-batch] #151057 vspaero-wing ok 5.225s (session 88350)
[mega-batch] #151064 reduced-order ok 0.0s (session 88351)
[mega-batch] #151062 openfoam-cylinder ok 2.749s (session 88352)
[mega-batch] #151065 openfoam-cylinder ok 0.736s (session 88353)
[mega-batch] #151067 reduced-order ok 0.0s (session 88354)
[mega-batch] #151068 openfoam-cylinder ok 1.088s (session 88355)
[mega-batch] #151060 vspaero-wing ok 5.227s (session 88356)
[mega-batch] #151070 reduced-order ok 0.0s (session 88357)
[mega-batch] #151063 vspaero-wing ok 5.226s (session 88358)
[mega-batch] #151071 openfoam-cylinder ok 1.792s (session 88359)
[mega-batch] #151073 reduced-order ok 0.0s (session 88360)
[mega-batch] #151074 openfoam-cylinder ok 1.238s (session 88361)
[mega-batch] #151066 vspaero-wing ok 5.226s (session 88362)
[mega-batch] #151076 reduced-order ok 0.0s (session 88363)
[mega-batch] #151069 vspaero-wing ok 5.225s (session 88364)
[mega-batch] #151077 openfoam-cylinder ok 1.592s (session 88365)
[mega-batch] #151079 reduced-order ok 0.0s (session 88366)
[mega-batch] #151072 vspaero-wing ok 5.225s (session 88367)
[mega-batch] #151080 openfoam-cylinder ok 1.844s (session 88368)
[mega-batch] #151082 reduced-order ok 0.0s (session 88369)
[mega-batch] #151075 vspaero-wing ok 5.181s (session 88370)
[mega-batch] #151078 vspaero-wing ok 5.228s (session 88371)
[mega-batch] #151085 reduced-order ok 0.0s (session 88372)
[mega-batch] #151081 vspaero-wing ok 5.228s (session 88373)
[mega-batch] #151083 openfoam-cylinder ok 4.605s (session 88374)
[mega-batch] #151088 reduced-order ok 0.0s (session 88375)
[mega-batch] #151089 openfoam-cylinder ok 0.837s (session 88376)
[mega-batch] #151084 vspaero-wing ok 5.174s (session 88377)
[mega-batch] #151091 reduced-order ok 0.0s (session 88378)
[mega-batch] #151086 openfoam-cylinder ok 3.702s (session 88379)
[mega-batch] #151092 openfoam-cylinder ok 2.2s (session 88380)
[mega-batch] #151094 reduced-order ok 0.0s (session 88381)
[mega-batch] #151087 vspaero-wing ok 5.238s (session 88382)
[mega-batch] #151090 vspaero-wing ok 5.23s (session 88383)
[mega-batch] #151097 reduced-order ok 0.0s (session 88384)
[mega-batch] #151095 openfoam-cylinder ok 2.896s (session 88385)
[mega-batch] #151093 vspaero-wing ok 5.228s (session 88386)
[mega-batch] #151100 reduced-order ok 0.0s (session 88387)
[mega-batch] #151098 openfoam-cylinder ok 1.592s (session 88388)
[mega-batch] #151101 openfoam-cylinder ok 1.193s (session 88389)
[mega-batch] #151103 reduced-order ok 0.0s (session 88390)
[mega-batch] #151104 openfoam-cylinder ok 1.441s (session 88391)
[mega-batch] #151096 vspaero-wing ok 5.229s (session 88392)
[mega-batch] #151106 reduced-order ok 0.0s (session 88393)
[mega-batch] #151099 vspaero-wing ok 5.224s (session 88394)
[mega-batch] #151107 openfoam-cylinder ok 2.444s (session 88395)
[mega-batch] #151109 reduced-order ok 0.0s (session 88396)
[mega-batch] #151102 vspaero-wing ok 5.229s (session 88397)
[mega-batch] #151110 openfoam-cylinder ok 0.79s (session 88398)
[mega-batch] #151112 reduced-order ok 0.0s (session 88399)
[mega-batch] #151105 vspaero-wing ok 5.225s (session 88400)
[mega-batch] #151113 openfoam-cylinder ok 1.994s (session 88401)
[mega-batch] #151115 reduced-order ok 0.0s (session 88402)
[mega-batch] #151108 vspaero-wing ok 5.225s (session 88403)
[mega-batch] #151111 vspaero-wing ok 5.226s (session 88404)
[mega-batch] #151118 reduced-order ok 0.0s (session 88405)
[mega-batch] #151116 openfoam-cylinder ok 4.002s (session 88406)
[mega-batch] #151114 vspaero-wing ok 5.23s (session 88407)
[mega-batch] #151121 reduced-order ok 0.0s (session 88408)
[mega-batch] #151119 openfoam-cylinder ok 3.097s (session 88409)
[mega-batch] #151122 openfoam-cylinder ok 0.937s (session 88410)
[mega-batch] #151124 reduced-order ok 0.0s (session 88411)
[mega-batch] #151125 openfoam-cylinder ok 0.886s (session 88412)
[mega-batch] #151117 vspaero-wing ok 5.229s (session 88413)
[mega-batch] #151127 reduced-order ok 0.0s (session 88414)
[mega-batch] #151128 openfoam-cylinder ok 1.138s (session 88415)
[mega-batch] #151120 vspaero-wing ok 5.23s (session 88416)
[mega-batch] #151130 reduced-order ok 0.0s (session 88417)
[mega-batch] #151123 vspaero-wing ok 5.225s (session 88418)
[mega-batch] #151131 openfoam-cylinder ok 2.698s (session 88419)
[mega-batch] #151133 reduced-order ok 0.0s (session 88420)
[mega-batch] #151126 vspaero-wing ok 5.226s (session 88421)
[mega-batch] #151129 vspaero-wing ok 5.229s (session 88422)
[mega-batch] #151136 reduced-order ok 0.0s (session 88423)
[mega-batch] #151137 openfoam-cylinder ok 0.685s (session 88424)
[mega-batch] #151134 openfoam-cylinder ok 4.151s (session 88425)
[mega-batch] #151139 reduced-order ok 0.0s (session 88426)
[mega-batch] #151132 vspaero-wing ok 5.225s (session 88427)
[mega-batch] #151140 openfoam-cylinder ok 0.837s (session 88428)
[mega-batch] #151142 reduced-order ok 0.0s (session 88429)
[mega-batch] #151135 vspaero-wing ok 5.18s (session 88430)
[mega-batch] #151143 openfoam-cylinder ok 0.987s (session 88431)
[mega-batch] #151145 reduced-order ok 0.0s (session 88432)
[mega-batch] #151138 vspaero-wing ok 5.227s (session 88433)
[mega-batch] #151141 vspaero-wing ok 5.275s (session 88434)
[mega-batch] #151148 reduced-order ok 0.0s (session 88435)
[mega-batch] #151146 openfoam-cylinder ok 3.55s (session 88436)
[mega-batch] #151144 vspaero-wing ok 5.276s (session 88437)
[mega-batch] #151151 reduced-order ok 0.0s (session 88438)
[mega-batch] #151152 openfoam-cylinder ok 2.093s (session 88439)
[mega-batch] #151147 vspaero-wing ok 5.224s (session 88440)
[mega-batch] #151154 reduced-order ok 0.0s (session 88441)
[mega-batch] #151149 openfoam-cylinder ok 3.454s (session 88442)
[mega-batch] #151155 openfoam-cylinder ok 1.851s (session 88443)
[mega-batch] #151157 reduced-order ok 0.0s (session 88444)
[mega-batch] #151150 vspaero-wing ok 5.186s (session 88445)
[mega-batch] #151158 openfoam-cylinder ok 0.987s (session 88446)
[mega-batch] #151160 reduced-order ok 0.0s (session 88447)
[mega-batch] #151161 openfoam-cylinder ok 1.19s (session 88448)
[mega-batch] #151153 vspaero-wing ok 5.225s (session 88449)
[mega-batch] #151163 reduced-order ok 0.0s (session 88450)
[mega-batch] #151156 vspaero-wing ok 5.225s (session 88451)
[mega-batch] #151159 vspaero-wing ok 5.225s (session 88452)
[mega-batch] #151166 reduced-order ok 0.0s (session 88453)
