# Region            : cellZone slabB
# Cells             : 30
# Volume            : 6.972459419800e-09
# Time              	volAverage(p)
792                 	1.654606384888e+03
793                 	1.654606384888e+03
794                 	1.654606384898e+03
795                 	1.654606384915e+03
796                 	1.654606384905e+03
797                 	1.654606384892e+03
798                 	1.654606384889e+03
799                 	1.654606384895e+03
800                 	1.654606384900e+03
801                 	1.654606384897e+03
802                 	1.654606384892e+03
803                 	1.654606384898e+03
804                 	1.654606384900e+03
805                 	1.654606384897e+03
806                 	1.654606384903e+03
807                 	1.654606384905e+03
808                 	1.654606384890e+03
809                 	1.654606384896e+03
810                 	1.654606384907e+03
811                 	1.654606384901e+03
812                 	1.654606384903e+03
813                 	1.654606384890e+03
814                 	1.654606384896e+03
815                 	1.654606384898e+03
816                 	1.654606384909e+03
817                 	1.654606384899e+03
818                 	1.654606384893e+03
819                 	1.654606384895e+03
820                 	1.654606384897e+03
821                 	1.654606384910e+03
822                 	1.654606384899e+03
823                 	1.654606384882e+03
824                 	1.654606384894e+03
825                 	1.654606384916e+03
826                 	1.654606384896e+03
827                 	1.654606384890e+03
828                 	1.654606384889e+03
829                 	1.654606384907e+03
830                 	1.654606384920e+03
831                 	1.654606384907e+03
832                 	1.654606384874e+03
833                 	1.654606384876e+03
834                 	1.654606384907e+03
835                 	1.654606384921e+03
836                 	1.654606384908e+03
837                 	1.654606384883e+03
838                 	1.654606384877e+03
839                 	1.654606384896e+03
840                 	1.654606384925e+03
841                 	1.654606384896e+03
842                 	1.654606384892e+03
843                 	1.654606384897e+03
844                 	1.654606384901e+03
845                 	1.654606384913e+03
846                 	1.654606384902e+03
847                 	1.654606384888e+03
848                 	1.654606384888e+03
849                 	1.654606384889e+03
850                 	1.654606384895e+03
851                 	1.654606384914e+03
852                 	1.654606384906e+03
853                 	1.654606384902e+03
854                 	1.654606384870e+03
855                 	1.654606384884e+03
856                 	1.654606384905e+03
857                 	1.654606384917e+03
858                 	1.654606384920e+03
859                 	1.654606384901e+03
860                 	1.654606384900e+03
861                 	1.654606384892e+03
862                 	1.654606384882e+03
863                 	1.654606384895e+03
864                 	1.654606384904e+03
865                 	1.654606384903e+03
866                 	1.654606384899e+03
867                 	1.654606384881e+03
868                 	1.654606384896e+03
869                 	1.654606384898e+03
870                 	1.654606384900e+03
871                 	1.654606384913e+03
872                 	1.654606384908e+03
873                 	1.654606384883e+03
874                 	1.654606384893e+03
875                 	1.654606384895e+03
876                 	1.654606384917e+03
877                 	1.654606384903e+03
878                 	1.654606384893e+03
879                 	1.654606384884e+03
880                 	1.654606384895e+03
881                 	1.654606384894e+03
882                 	1.654606384909e+03
883                 	1.654606384898e+03
884                 	1.654606384894e+03
885                 	1.654606384901e+03
886                 	1.654606384907e+03
887                 	1.654606384900e+03
888                 	1.654606384892e+03
889                 	1.654606384899e+03
890                 	1.654606384918e+03
891                 	1.654606384899e+03
892                 	1.654606384881e+03
893                 	1.654606384895e+03
894                 	1.654606384899e+03
895                 	1.654606384902e+03
896                 	1.654606384908e+03
897                 	1.654606384897e+03
898                 	1.654606384890e+03
899                 	1.654606384904e+03
900                 	1.654606384891e+03
901                 	1.654606384894e+03
902                 	1.654606384885e+03
903                 	1.654606384900e+03
904                 	1.654606384920e+03
905                 	1.654606384906e+03
906                 	1.654606384890e+03
907                 	1.654606384875e+03
908                 	1.654606384904e+03
909                 	1.654606384922e+03
910                 	1.654606384907e+03
911                 	1.654606384887e+03
912                 	1.654606384887e+03
913                 	1.654606384898e+03
914                 	1.654606384895e+03
915                 	1.654606384890e+03
916                 	1.654606384913e+03
917                 	1.654606384918e+03
918                 	1.654606384891e+03
919                 	1.654606384879e+03
920                 	1.654606384888e+03
921                 	1.654606384916e+03
922                 	1.654606384909e+03
923                 	1.654606384890e+03
924                 	1.654606384876e+03
925                 	1.654606384898e+03
926                 	1.654606384916e+03
927                 	1.654606384913e+03
928                 	1.654606384905e+03
929                 	1.654606384886e+03
930                 	1.654606384886e+03
931                 	1.654606384888e+03
932                 	1.654606384907e+03
933                 	1.654606384919e+03
934                 	1.654606384913e+03
935                 	1.654606384891e+03
936                 	1.654606384886e+03
937                 	1.654606384885e+03
938                 	1.654606384894e+03
939                 	1.654606384893e+03
940                 	1.654606384912e+03
941                 	1.654606384905e+03
942                 	1.654606384902e+03
943                 	1.654606384892e+03
944                 	1.654606384881e+03
945                 	1.654606384906e+03
946                 	1.654606384909e+03
947                 	1.654606384906e+03
948                 	1.654606384890e+03
949                 	1.654606384880e+03
950                 	1.654606384899e+03
951                 	1.654606384913e+03
952                 	1.654606384906e+03
953                 	1.654606384894e+03
954                 	1.654606384890e+03
955                 	1.654606384900e+03
956                 	1.654606384905e+03
957                 	1.654606384899e+03
958                 	1.654606384903e+03
959                 	1.654606384897e+03
960                 	1.654606384898e+03
961                 	1.654606384907e+03
962                 	1.654606384897e+03
963                 	1.654606384872e+03
964                 	1.654606384876e+03
965                 	1.654606384904e+03
966                 	1.654606384919e+03
967                 	1.654606384916e+03
968                 	1.654606384908e+03
969                 	1.654606384884e+03
970                 	1.654606384882e+03
