# Region            : cellZone slabA
# Cells             : 26
# Volume            : 7.139798445863e-09
# Time              	volAverage(p)
937                 	8.301005416597e+03
938                 	8.301005416644e+03
939                 	8.301005416436e+03
940                 	8.301005416321e+03
941                 	8.301005416680e+03
942                 	8.301005416630e+03
943                 	8.301005416780e+03
944                 	8.301005416676e+03
945                 	8.301005416630e+03
946                 	8.301005416646e+03
947                 	8.301005416433e+03
948                 	8.301005416414e+03
949                 	8.301005416538e+03
950                 	8.301005416559e+03
951                 	8.301005416766e+03
952                 	8.301005416624e+03
953                 	8.301005416635e+03
954                 	8.301005416426e+03
955                 	8.301005416549e+03
956                 	8.301005416782e+03
957                 	8.301005416771e+03
958                 	8.301005416530e+03
959                 	8.301005416513e+03
960                 	8.301005416623e+03
961                 	8.301005416382e+03
962                 	8.301005416615e+03
963                 	8.301005416741e+03
964                 	8.301005416716e+03
965                 	8.301005416434e+03
966                 	8.301005416613e+03
967                 	8.301005416489e+03
968                 	8.301005416452e+03
969                 	8.301005416764e+03
970                 	8.301005416546e+03
971                 	8.301005416392e+03
972                 	8.301005416567e+03
973                 	8.301005416932e+03
974                 	8.301005417012e+03
975                 	8.301005416491e+03
976                 	8.301005416243e+03
977                 	8.301005416344e+03
